song,bass tuba,french horn,trombone,trumpet,accordion,contrabass,violin,viola,cello,bassoon,clarinet,flute,oboe,alto saxophone
Va-ord-G5-mf-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A#6-mf-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-E5-ff-1c-T13u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A3-pp-4c-T14u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C6-mf-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-B3-pp-4c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C5-pp-4c-T20u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C#4-mf-4c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F#5-ff-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-B6-mf-1c-T17u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-E4-mf-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G5-pp-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A4-pp-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D6-ff-1c-T18u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G#5-ff-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G6-ff-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D5-mf-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A6-mf-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D#6-pp-1c-T12u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G#4-mf-2c-T10d,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D#4-pp-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D5-pp-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-E4-ff-4c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-E4-pp-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F4-mf-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A#3-ff-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C#4-ff-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-E6-pp-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G6-mf-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C3-mf-4c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A#4-pp-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-E3-ff-4c-T23u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C5-ff-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G#3-pp-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D4-pp-4c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D#4-pp-4c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-E4-mf-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F#5-pp-2c-R100u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A4-mf-4c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G3-pp-4c-T19u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-B5-mf-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A#5-pp-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C#4-mf-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G#5-pp-1c-T13u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D#6-ff-1c-T14u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F#5-mf-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-B6-pp-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C3-pp-4c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-B5-ff-1c-T18u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G5-mf-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C#3-mf-4c-T24u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G4-mf-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G4-ff-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-E5-mf-1c-T16u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-E5-pp-3c-T13u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C#5-mf-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-B3-ff-3c-T18u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G3-ff-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A5-ff-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-B3-mf-3c-T16u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-B3-mf-4c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D4-mf-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A#4-pp-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G#3-ff-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-B5-pp-1c-T14u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D#4-mf-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C6-ff-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D6-ff-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C4-ff-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D#5-ff-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-B4-pp-3c-T11d,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A6-pp-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-B5-pp-2c-T20u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D#5-mf-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-B4-mf-4c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G6-pp-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G5-pp-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D#5-ff-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D6-mf-1c-T15u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G4-mf-4c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F4-mf-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A6-ff-1c-T11u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F#5-mf-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C#5-mf-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F5-mf-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D5-mf-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D#4-ff-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F6-mf-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A4-mf-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-E4-pp-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G#4-mf-4c-T11u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F5-ff-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D4-pp-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C7-mf-1c-T10u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F#4-pp-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F#6-ff-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A4-pp-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G#6-mf-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F#4-mf-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D#3-ff-4c-T20u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F#6-mf-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G#5-mf-1c-T13u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G#3-mf-4c-T23u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D#4-mf-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G5-pp-3c-T15u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D5-ff-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F3-ff-4c-T23u_R100u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F#4-pp-4c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D3-ff-4c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-B4-ff-1c-T10u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C#3-ff-4c-T26u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-E4-pp-4c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F#4-ff-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C#3-pp-4c-T22u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C#6-mf-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A5-pp-2c-T11u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F#5-ff-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A4-ff-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A5-ff-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-E4-ff-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D5-pp-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A#3-pp-4c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D#5-mf-3c-T11u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F4-pp-4c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-E5-pp-1c-T18u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A5-mf-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A5-mf-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A#4-pp-4c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C#5-ff-1c-R100u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D5-ff-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C5-pp-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C4-pp-4c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D6-mf-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A4-mf-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C#4-pp-4c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F3-pp-4c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A3-pp-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G#4-ff-4c-T10u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F4-pp-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D#5-pp-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C4-mf-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D5-pp-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C5-ff-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G#4-ff-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C6-mf-1c-T12u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-B4-pp-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-B4-mf-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F#4-ff-4c-T29u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-B4-ff-4c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D6-pp-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D#4-ff-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-D4-ff-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-E5-ff-2c-T16u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G4-pp-4c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A#4-mf-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-C7-ff-1c-T16u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-E5-mf-2c-T11u,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G4-pp-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F4-ff-4c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F4-pp-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-F4-ff-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-A5-pp-1c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G3-pp-3c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Va-ord-G#5-mf-2c-N,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Vn-ord-D#4-mf-4c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-E5-ff-3c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-A#6-mf-1c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-D4-pp-3c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-G5-mf-2c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-D#6-pp-1c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-D5-pp-4c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-B5-mf-3c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-C#5-pp-4c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-G#3-pp-4c-T15u,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-G#4-ff-4c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-C5-mf-2c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-D6-ff-1c-T11d,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-C#6-mf-1c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-E4-pp-4c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-A4-ff-4c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-A4-mf-2c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-C7-pp-1c-T28d,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-A4-ff-3c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-B6-mf-1c-T15d,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-B5-pp-1c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-C#5-ff-4c-T10u,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-B4-pp-3c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-E5-pp-3c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-C5-mf-3c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-A#3-pp-4c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-F#5-pp-3c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-F4-mf-3c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-F6-pp-2c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-B4-ff-4c-T12u,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-B4-ff-2c-T10u,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-C#6-pp-1c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-B3-mf-4c-T15u,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-B5-ff-3c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-E5-mf-4c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-G4-pp-4c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-A4-pp-2c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-G4-mf-3c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-G6-pp-2c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-C4-mf-4c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-A#4-pp-2c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-E6-ff-2c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-F#5-ff-2c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-D#5-mf-2c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-G5-ff-2c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-F#4-pp-3c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-C6-ff-1c-T11d,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-G5-pp-2c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-A#3-mf-4c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-G4-mf-4c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-E6-mf-1c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-D#4-ff-4c-T10u,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-A6-pp-1c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-A3-pp-4c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-D4-ff-3c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-G5-ff-3c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-B5-mf-1c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-E6-pp-1c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-G5-ff-1c-T11d,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-E6-mf-2c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-E5-mf-2c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-G6-ff-2c-T12d,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-D4-ff-4c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-C6-ff-3c-T18d,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-C#5-ff-2c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-A#5-ff-3c-R100u,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-B6-pp-1c-T12d,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-F#6-pp-2c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-C6-ff-2c-T11d,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-G#5-pp-3c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-D5-ff-4c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-C6-mf-1c-T12d,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-B4-pp-4c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-C5-ff-4c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-F#6-mf-2c-T11d,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-F5-ff-1c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-D6-ff-2c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-F5-pp-3c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-C6-pp-3c-T14d,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-F#5-mf-2c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-A6-pp-2c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-G#4-pp-4c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-F6-pp-1c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-G4-ff-3c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-F5-ff-3c-T15u,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-C#7-ff-1c-T26d,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-A3-mf-4c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-C5-pp-2c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-A#5-ff-2c-T10u,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-C5-ff-2c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-C#7-mf-1c-T22d,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-A6-mf-1c-T11d,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-B4-pp-2c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-C6-mf-2c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-F#6-ff-1c-T12d,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-D7-pp-1c-T17d,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-D#6-mf-1c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-D5-ff-3c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-F5-pp-2c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-G#6-ff-1c-T24d,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-B3-ff-4c-T17u,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-G#5-mf-1c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-D6-pp-1c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-D#4-pp-4c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-D#4-mf-3c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-E6-ff-1c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-G5-mf-1c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-E4-ff-4c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-E7-ff-1c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-G#6-mf-2c-T21d,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-C6-pp-1c-T11d,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-E4-pp-3c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-A4-ff-2c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-D7-ff-1c-T23d,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-D6-mf-1c-T12d,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-G#4-mf-3c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-D4-mf-4c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-E5-ff-2c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-F#5-mf-1c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-A5-ff-1c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-F#6-mf-1c-T10d,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-E5-ff-4c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-D#7-mf-1c-T22d_R100u,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-C5-mf-4c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-A5-mf-2c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-D#7-ff-1c-T23d_R100u,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-D#5-ff-4c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-D5-mf-4c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-A4-pp-3c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-G6-ff-1c-T12d_R100u,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-G#4-pp-3c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-D5-mf-2c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-A#4-mf-2c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-B5-pp-2c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-G3-pp-4c-N,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vn-ord-C7-mf-1c-T27d,0,0,0,0,0,0,1,0,0,0,0,0,0,0
